id;nama;deskripsi;jumlah;rarity;tahun_ditemukan
G232;Topaz Greataxe;A/an Greataxe that is made of Topaz. Other than that it appears to have no special effects.;185;B;1013
G233;Gold Tiara;A/an Tiara that is made of Gold. Other than that it appears to have no special effects.;140;B;354
G234;Topaz Armor;A/an Armor that is made of Topaz. Other than that it appears to have no special effects.;157;B;147
G235;Topaz Circlet;A/an Circlet that is made of Topaz. Other than that it appears to have no special effects.;151;B;812
G236;Steel Shield;A/an Shield that is made of Steel. Other than that it appears to have no special effects.;39;B;213
G237;Elven Topaz Tome;A/an Elven Tome that is made of Topaz. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;6;A;1387
G238;Grand Topaz Crossbow;A/an Grand Crossbow that is made of Topaz. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;27;A;1360
G239;Dwarven Sapphire Shield;A/an Dwarven Shield that is made of Sapphire. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;10;A;1036
G240;Gold Tome;A/an Tome that is made of Gold. Other than that it appears to have no special effects.;86;B;1374
G241;Dwarven Steel Tiara of Death;A/an Dwarven Tiara that is made of Steel. It radiates Dwarven energy and when used will imbue its actions with the attribute of Death. Very rare!;9;S;966
G242;Abyssal Iron Crossbow;A/an Abyssal Crossbow that is made of Iron. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;1362
G243;Explosive Emerald Whip;A/an Explosive Whip that is made of Emerald. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;17;A;407
G244;Sapphire Armor;A/an Armor that is made of Sapphire. Other than that it appears to have no special effects.;107;B;237
G245;Platinum Saber;A/an Saber that is made of Platinum. Other than that it appears to have no special effects.;60;B;265
G246;Steel Bracelet;A/an Bracelet that is made of Steel. Other than that it appears to have no special effects.;181;B;1446
G247;Blessed Emerald Ring;A/an Blessed Ring that is made of Emerald. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;1297
G248;Explosive Sapphire Armor;A/an Explosive Armor that is made of Sapphire. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;8;A;1336
G249;Abyssal Topaz Robe;A/an Abyssal Robe that is made of Topaz. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;13;A;546
G250;Dwarven Sapphire Bracelet of Earth;A/an Dwarven Bracelet that is made of Sapphire. It radiates Dwarven energy and when used will imbue its actions with the attribute of Earth. Very rare!;4;S;131
G251;Dwarven Jade Tome;A/an Dwarven Tome that is made of Jade. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;11;A;121
G252;Topaz Whip;A/an Whip that is made of Topaz. Other than that it appears to have no special effects.;187;B;280
G253;Copper Sword;A/an Sword that is made of Copper. Other than that it appears to have no special effects.;196;B;1344
G254;Silver Cloak;A/an Cloak that is made of Silver. Other than that it appears to have no special effects.;133;B;1209
G255;Emerald Necklace;A/an Necklace that is made of Emerald. Other than that it appears to have no special effects.;186;B;779
G256;Corrupted Ruby Pauldrons;A/an Corrupted Pauldrons that is made of Ruby. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;11;A;931
G257;Explosive Gold Tome of Venom;A/an Explosive Tome that is made of Gold. It radiates Explosive energy and when used will imbue its actions with the attribute of Venom. Very rare!;4;S;886
G258;Jade Cleats;A/an Cleats that is made of Jade. Other than that it appears to have no special effects.;139;B;1054
G259;Abyssal Ruby Whip of Darkness;A/an Abyssal Whip that is made of Ruby. It radiates Abyssal energy and when used will imbue its actions with the attribute of Darkness. Very rare!;7;S;903
G260;Corrupted Emerald Saber;A/an Corrupted Saber that is made of Emerald. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;25;A;71
G261;Emerald Bow;A/an Bow that is made of Emerald. Other than that it appears to have no special effects.;49;B;27
G262;Blessed Jade Crossbow;A/an Blessed Crossbow that is made of Jade. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;16;A;207
G263;Spiritual Sapphire Bow;A/an Spiritual Bow that is made of Sapphire. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;22;A;202
G264;Emerald Tome;A/an Tome that is made of Emerald. Other than that it appears to have no special effects.;67;B;972
G265;Dwarven Emerald Amulet;A/an Dwarven Amulet that is made of Emerald. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;8;A;1495
G266;Gold Grail;A/an Grail that is made of Gold. Other than that it appears to have no special effects.;30;B;103
G267;Jade Shield;A/an Shield that is made of Jade. Other than that it appears to have no special effects.;17;B;102
G268;Evil Jade Grail;A/an Evil Grail that is made of Jade. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;40
G269;Divine Emerald Whip;A/an Divine Whip that is made of Emerald. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;24;A;373
G270;Evil Topaz Bow;A/an Evil Bow that is made of Topaz. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;28;A;353
G271;Sapphire Grail;A/an Grail that is made of Sapphire. Other than that it appears to have no special effects.;153;B;364
G272;Dwarven Topaz Armor of Time;A/an Dwarven Armor that is made of Topaz. It radiates Dwarven energy and when used will imbue its actions with the attribute of Time. Very rare!;4;S;1361
G273;Blessed Emerald Crossbow;A/an Blessed Crossbow that is made of Emerald. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;30;A;681
G274;Poisonous Emerald Ring;A/an Poisonous Ring that is made of Emerald. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;30;A;1094
G275;Topaz Pauldrons;A/an Pauldrons that is made of Topaz. Other than that it appears to have no special effects.;42;B;155
G276;Copper Crossbow;A/an Crossbow that is made of Copper. Other than that it appears to have no special effects.;153;B;1043
G277;Elven Emerald Circlet;A/an Elven Circlet that is made of Emerald. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;11;A;1424
G278;Grand Jade Robe;A/an Grand Robe that is made of Jade. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;559
G279;Blessed Jade Cloak;A/an Blessed Cloak that is made of Jade. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;1103
G280;Magical Platinum Saber;A/an Magical Saber that is made of Platinum. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;27;A;1100
G281;Ruby Sword;A/an Sword that is made of Ruby. Other than that it appears to have no special effects.;83;B;921
G282;Steel Sword;A/an Sword that is made of Steel. Other than that it appears to have no special effects.;16;B;398
G283;Ruby Tome;A/an Tome that is made of Ruby. Other than that it appears to have no special effects.;114;B;1165
G284;Chaotic Gold Cleats;A/an Chaotic Cleats that is made of Gold. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;1345
G285;Corrupted Sapphire Shield;A/an Corrupted Shield that is made of Sapphire. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;17;A;1462
G286;Elven Steel Saber of Space;A/an Elven Saber that is made of Steel. It radiates Elven energy and when used will imbue its actions with the attribute of Space. Very rare!;3;S;1319
G287;Iron Cloak;A/an Cloak that is made of Iron. Other than that it appears to have no special effects.;111;B;1115
G288;Iron Tiara;A/an Tiara that is made of Iron. Other than that it appears to have no special effects.;35;B;543
G289;Silver Key;A/an Key that is made of Silver. Other than that it appears to have no special effects.;150;B;1290
G290;Blessed Steel Tiara;A/an Blessed Tiara that is made of Steel. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;21;A;1487
G291;Tome;Just a/an normal Tome. It has no special effects.;636;C;466
G292;Magical Gold Necklace of Light;A/an Magical Necklace that is made of Gold. It radiates Magical energy and when used will imbue its actions with the attribute of Light. Very rare!;7;S;1225
G293;Jade Circlet;A/an Circlet that is made of Jade. Other than that it appears to have no special effects.;194;B;577
G294;Abyssal Platinum Greataxe;A/an Abyssal Greataxe that is made of Platinum. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;12;A;629
G295;Poisonous Silver Pauldrons;A/an Poisonous Pauldrons that is made of Silver. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;16;A;1239
G296;Platinum Sword;A/an Sword that is made of Platinum. Other than that it appears to have no special effects.;56;B;83
G297;Corrupted Steel Ring;A/an Corrupted Ring that is made of Steel. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;10;A;141
G298;Blessed Sapphire Bracelet;A/an Blessed Bracelet that is made of Sapphire. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;19;A;1324
G299;Evil Iron Cloak;A/an Evil Cloak that is made of Iron. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;20;A;1216
G300;Jade Necklace;A/an Necklace that is made of Jade. Other than that it appears to have no special effects.;118;B;1426
G301;Copper Tome;A/an Tome that is made of Copper. Other than that it appears to have no special effects.;110;B;230
G302;Sapphire Circlet;A/an Circlet that is made of Sapphire. Other than that it appears to have no special effects.;196;B;475
G303;Silver Tome;A/an Tome that is made of Silver. Other than that it appears to have no special effects.;138;B;1408
G304;Magical Emerald Cleats;A/an Magical Cleats that is made of Emerald. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;16;A;1353
G305;Steel Robe;A/an Robe that is made of Steel. Other than that it appears to have no special effects.;50;B;1199
G306;Corrupted Platinum Sword of Venom;A/an Corrupted Sword that is made of Platinum. It radiates Corrupted energy and when used will imbue its actions with the attribute of Venom. Very rare!;4;S;698
G307;Divine Steel Circlet;A/an Divine Circlet that is made of Steel. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;128
G308;Divine Iron Tome;A/an Divine Tome that is made of Iron. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;9;A;113
G309;Platinum Ring;A/an Ring that is made of Platinum. Other than that it appears to have no special effects.;77;B;499
G310;Chaotic Platinum Tiara;A/an Chaotic Tiara that is made of Platinum. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;23;A;1106
G311;Abyssal Gold Circlet of Time;A/an Abyssal Circlet that is made of Gold. It radiates Abyssal energy and when used will imbue its actions with the attribute of Time. Very rare!;5;S;410
G312;Iron Necklace;A/an Necklace that is made of Iron. Other than that it appears to have no special effects.;13;B;1162
G313;Abyssal Sapphire Bow;A/an Abyssal Bow that is made of Sapphire. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;13;A;663
G314;Sapphire Necklace;A/an Necklace that is made of Sapphire. Other than that it appears to have no special effects.;33;B;715
G315;Platinum Cleats;A/an Cleats that is made of Platinum. Other than that it appears to have no special effects.;13;B;402
G316;Gold Cleats;A/an Cleats that is made of Gold. Other than that it appears to have no special effects.;132;B;767
G317;Blessed Sapphire Key of Light;A/an Blessed Key that is made of Sapphire. It radiates Blessed energy and when used will imbue its actions with the attribute of Light. Very rare!;6;S;59
G318;Silver Grail;A/an Grail that is made of Silver. Other than that it appears to have no special effects.;172;B;1155
G319;Poisonous Copper Amulet;A/an Poisonous Amulet that is made of Copper. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;21;A;162
G320;Chaotic Iron Crown;A/an Chaotic Crown that is made of Iron. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;20;A;672
G321;Dwarven Ruby Bracelet of Space;A/an Dwarven Bracelet that is made of Ruby. It radiates Dwarven energy and when used will imbue its actions with the attribute of Space. Very rare!;7;S;756
G322;Corrupted Sapphire Crossbow;A/an Corrupted Crossbow that is made of Sapphire. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;9;A;226
G323;Magical Emerald Saber;A/an Magical Saber that is made of Emerald. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;11;A;844
G324;Explosive Emerald Cleats;A/an Explosive Cleats that is made of Emerald. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;22;A;1447
G325;Topaz Grail;A/an Grail that is made of Topaz. Other than that it appears to have no special effects.;177;B;654
G326;Abyssal Iron Bow;A/an Abyssal Bow that is made of Iron. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;5;A;894
G327;Emerald Grail;A/an Grail that is made of Emerald. Other than that it appears to have no special effects.;118;B;954
G328;Gold Armor;A/an Armor that is made of Gold. Other than that it appears to have no special effects.;77;B;267
G329;Sapphire Tiara;A/an Tiara that is made of Sapphire. Other than that it appears to have no special effects.;108;B;996
G330;Copper Hairpin;A/an Hairpin that is made of Copper. Other than that it appears to have no special effects.;106;B;1068
G331;Grand Topaz Ring;A/an Grand Ring that is made of Topaz. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;25;A;1493
G332;Dwarven Topaz Hairpin;A/an Dwarven Hairpin that is made of Topaz. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;11;A;330
G333;Magical Steel Amulet;A/an Magical Amulet that is made of Steel. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;1251
G334;Steel Cleats;A/an Cleats that is made of Steel. Other than that it appears to have no special effects.;93;B;1401
G335;Magical Gold Hairpin;A/an Magical Hairpin that is made of Gold. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;686
G336;Chaotic Emerald Tome;A/an Chaotic Tome that is made of Emerald. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;1380
G337;Dwarven Ruby Cloak;A/an Dwarven Cloak that is made of Ruby. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;27;A;1193
G338;Emerald Pauldrons;A/an Pauldrons that is made of Emerald. Other than that it appears to have no special effects.;20;B;798
G339;Abyssal Platinum Ring;A/an Abyssal Ring that is made of Platinum. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;8;A;636
G340;Chaotic Steel Necklace;A/an Chaotic Necklace that is made of Steel. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;19;A;1142
G341;Spiritual Gold Pauldrons;A/an Spiritual Pauldrons that is made of Gold. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;5;A;725
G342;Chaotic Sapphire Grail;A/an Chaotic Grail that is made of Sapphire. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;348
G343;Abyssal Silver Cleats of Earth;A/an Abyssal Cleats that is made of Silver. It radiates Abyssal energy and when used will imbue its actions with the attribute of Earth. Very rare!;8;S;1272
G344;Ruby Amulet;A/an Amulet that is made of Ruby. Other than that it appears to have no special effects.;102;B;1266
G345;Sapphire Cleats;A/an Cleats that is made of Sapphire. Other than that it appears to have no special effects.;121;B;556
G346;Poisonous Topaz Robe;A/an Poisonous Robe that is made of Topaz. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;25;A;508
G347;Silver Hairpin;A/an Hairpin that is made of Silver. Other than that it appears to have no special effects.;93;B;400
G348;Evil Iron Cleats;A/an Evil Cleats that is made of Iron. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;12;A;584
G349;Topaz Shield;A/an Shield that is made of Topaz. Other than that it appears to have no special effects.;45;B;1194
G350;Dwarven Gold Cleats;A/an Dwarven Cleats that is made of Gold. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;30;A;720
G351;Grand Emerald Armor;A/an Grand Armor that is made of Emerald. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;329
G352;Elven Emerald Robe;A/an Elven Robe that is made of Emerald. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;564
G353;Dwarven Topaz Bow;A/an Dwarven Bow that is made of Topaz. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;22;A;1011
G354;Evil Platinum Sword;A/an Evil Sword that is made of Platinum. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;16;A;1472
G355;Ruby Grail;A/an Grail that is made of Ruby. Other than that it appears to have no special effects.;131;B;696
G356;Copper Grail;A/an Grail that is made of Copper. Other than that it appears to have no special effects.;23;B;1366
G357;Evil Emerald Sword of Life;A/an Evil Sword that is made of Emerald. It radiates Evil energy and when used will imbue its actions with the attribute of Life. Very rare!;8;S;746
G358;Blessed Silver Whip;A/an Blessed Whip that is made of Silver. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;174
G359;Iron Sword;A/an Sword that is made of Iron. Other than that it appears to have no special effects.;58;B;1192
G360;Poisonous Jade Robe of Fire;A/an Poisonous Robe that is made of Jade. It radiates Poisonous energy and when used will imbue its actions with the attribute of Fire. Very rare!;6;S;1258
G361;Dwarven Emerald Circlet;A/an Dwarven Circlet that is made of Emerald. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;24;A;1365
G362;Silver Circlet;A/an Circlet that is made of Silver. Other than that it appears to have no special effects.;39;B;1446
G363;Emerald Cloak;A/an Cloak that is made of Emerald. Other than that it appears to have no special effects.;127;B;1308
G364;Ruby Crown;A/an Crown that is made of Ruby. Other than that it appears to have no special effects.;72;B;345
G365;Spiritual Silver Shield;A/an Spiritual Shield that is made of Silver. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;18;A;137
G366;Corrupted Emerald Grail;A/an Corrupted Grail that is made of Emerald. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;12;A;549
G367;Ruby Saber;A/an Saber that is made of Ruby. Other than that it appears to have no special effects.;141;B;636
G368;Platinum Greataxe;A/an Greataxe that is made of Platinum. Other than that it appears to have no special effects.;55;B;1336
G369;Chaotic Iron Grail;A/an Chaotic Grail that is made of Iron. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;19;A;1039
G370;Corrupted Ruby Bracelet;A/an Corrupted Bracelet that is made of Ruby. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;13;A;215
G371;Shield;Just a/an normal Shield. It has no special effects.;433;C;268
G372;Poisonous Sapphire Whip;A/an Poisonous Whip that is made of Sapphire. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;6;A;445
G373;Corrupted Topaz Tome;A/an Corrupted Tome that is made of Topaz. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;344
G374;Dwarven Topaz Tome of Ice;A/an Dwarven Tome that is made of Topaz. It radiates Dwarven energy and when used will imbue its actions with the attribute of Ice. Very rare!;7;S;313
G375;Abyssal Platinum Amulet;A/an Abyssal Amulet that is made of Platinum. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;8;A;1224
G376;Chaotic Iron Key;A/an Chaotic Key that is made of Iron. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;22;A;94
G377;Corrupted Iron Ring of Wind;A/an Corrupted Ring that is made of Iron. It radiates Corrupted energy and when used will imbue its actions with the attribute of Wind. Very rare!;8;S;955
G378;Elven Silver Amulet of Wood;A/an Elven Amulet that is made of Silver. It radiates Elven energy and when used will imbue its actions with the attribute of Wood. Very rare!;6;S;966
G379;Chaotic Sapphire Tome;A/an Chaotic Tome that is made of Sapphire. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;20;A;814
G380;Abyssal Jade Amulet;A/an Abyssal Amulet that is made of Jade. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;8;A;304
G381;Blessed Gold Tome of Water;A/an Blessed Tome that is made of Gold. It radiates Blessed energy and when used will imbue its actions with the attribute of Water. Very rare!;7;S;122
G382;Platinum Crossbow;A/an Crossbow that is made of Platinum. Other than that it appears to have no special effects.;140;B;178
G383;Explosive Emerald Bow;A/an Explosive Bow that is made of Emerald. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;19;A;1103
G384;Corrupted Sapphire Tome of Lightning;A/an Corrupted Tome that is made of Sapphire. It radiates Corrupted energy and when used will imbue its actions with the attribute of Lightning. Very rare!;3;S;1333
G385;Grand Topaz Cloak;A/an Grand Cloak that is made of Topaz. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;27;A;950
G386;Abyssal Silver Tiara;A/an Abyssal Tiara that is made of Silver. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;898
G387;Explosive Gold Bracelet;A/an Explosive Bracelet that is made of Gold. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;20;A;1032
G388;Emerald Hairpin;A/an Hairpin that is made of Emerald. Other than that it appears to have no special effects.;54;B;866
G389;Magical Gold Greataxe;A/an Magical Greataxe that is made of Gold. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;28;A;1293
G390;Sapphire Key;A/an Key that is made of Sapphire. Other than that it appears to have no special effects.;125;B;1383
G391;Bow;Just a/an normal Bow. It has no special effects.;688;C;1038
G392;Silver Ring;A/an Ring that is made of Silver. Other than that it appears to have no special effects.;12;B;640
G393;Steel Pauldrons;A/an Pauldrons that is made of Steel. Other than that it appears to have no special effects.;162;B;1486
G394;Corrupted Silver Cloak of Wood;A/an Corrupted Cloak that is made of Silver. It radiates Corrupted energy and when used will imbue its actions with the attribute of Wood. Very rare!;1;S;1379
G395;Chaotic Steel Hairpin;A/an Chaotic Hairpin that is made of Steel. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;27;A;790
G396;Dwarven Emerald Greataxe;A/an Dwarven Greataxe that is made of Emerald. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;10;A;1304
G397;Dwarven Platinum Sword;A/an Dwarven Sword that is made of Platinum. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;414
G398;Silver Saber;A/an Saber that is made of Silver. Other than that it appears to have no special effects.;180;B;375
G399;Dwarven Emerald Bracelet of Space;A/an Dwarven Bracelet that is made of Emerald. It radiates Dwarven energy and when used will imbue its actions with the attribute of Space. Very rare!;8;S;963
G400;Sapphire Sword;A/an Sword that is made of Sapphire. Other than that it appears to have no special effects.;107;B;1154
G401;Poisonous Topaz Pauldrons;A/an Poisonous Pauldrons that is made of Topaz. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;773
G402;Magical Jade Armor;A/an Magical Armor that is made of Jade. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;8;A;1459
G403;Chaotic Copper Pauldrons;A/an Chaotic Pauldrons that is made of Copper. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;15;A;694
G404;Emerald Amulet;A/an Amulet that is made of Emerald. Other than that it appears to have no special effects.;98;B;817
G405;Platinum Tiara;A/an Tiara that is made of Platinum. Other than that it appears to have no special effects.;65;B;1040
G406;Copper Robe;A/an Robe that is made of Copper. Other than that it appears to have no special effects.;81;B;343
G407;Explosive Ruby Necklace;A/an Explosive Necklace that is made of Ruby. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;10;A;443
G408;Grand Silver Robe of Darkness;A/an Grand Robe that is made of Silver. It radiates Grand energy and when used will imbue its actions with the attribute of Darkness. Very rare!;2;S;1332
G409;Evil Iron Crossbow of Death;A/an Evil Crossbow that is made of Iron. It radiates Evil energy and when used will imbue its actions with the attribute of Death. Very rare!;6;S;88
G410;Explosive Jade Grail;A/an Explosive Grail that is made of Jade. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;558
G411;Jade Crossbow;A/an Crossbow that is made of Jade. Other than that it appears to have no special effects.;12;B;1499
G412;Dwarven Copper Armor;A/an Dwarven Armor that is made of Copper. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;23;A;287
G413;Emerald Sword;A/an Sword that is made of Emerald. Other than that it appears to have no special effects.;49;B;1043
G414;Divine Sapphire Bracelet;A/an Divine Bracelet that is made of Sapphire. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;22;A;785
G415;Magical Silver Crossbow;A/an Magical Crossbow that is made of Silver. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;8;A;1456
G416;Magical Iron Tome;A/an Magical Tome that is made of Iron. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;6;A;484
G417;Elven Silver Saber of Water;A/an Elven Saber that is made of Silver. It radiates Elven energy and when used will imbue its actions with the attribute of Water. Very rare!;6;S;784
G418;Corrupted Emerald Tome of Light;A/an Corrupted Tome that is made of Emerald. It radiates Corrupted energy and when used will imbue its actions with the attribute of Light. Very rare!;8;S;679
G419;Dwarven Topaz Shield of Wood;A/an Dwarven Shield that is made of Topaz. It radiates Dwarven energy and when used will imbue its actions with the attribute of Wood. Very rare!;8;S;1396
G420;Sapphire Cloak;A/an Cloak that is made of Sapphire. Other than that it appears to have no special effects.;178;B;1331
G421;Jade Armor;A/an Armor that is made of Jade. Other than that it appears to have no special effects.;81;B;1376
G422;Blessed Jade Shield of Darkness;A/an Blessed Shield that is made of Jade. It radiates Blessed energy and when used will imbue its actions with the attribute of Darkness. Very rare!;9;S;1431
G423;Divine Topaz Saber;A/an Divine Saber that is made of Topaz. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;1090
G424;Topaz Saber;A/an Saber that is made of Topaz. Other than that it appears to have no special effects.;87;B;952
G425;Elven Emerald Cloak;A/an Elven Cloak that is made of Emerald. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;17;A;441
G426;Explosive Jade Shield;A/an Explosive Shield that is made of Jade. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;1198
G427;Emerald Crown;A/an Crown that is made of Emerald. Other than that it appears to have no special effects.;97;B;668
G428;Corrupted Gold Robe;A/an Corrupted Robe that is made of Gold. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;28;A;710
G429;Crown;Just a/an normal Crown. It has no special effects.;475;C;1406
G430;Platinum Necklace;A/an Necklace that is made of Platinum. Other than that it appears to have no special effects.;180;B;1303
G431;Dwarven Copper Cloak;A/an Dwarven Cloak that is made of Copper. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;24;A;16
G432;Steel Saber;A/an Saber that is made of Steel. Other than that it appears to have no special effects.;39;B;740
G433;Copper Circlet;A/an Circlet that is made of Copper. Other than that it appears to have no special effects.;149;B;1197
G434;Evil Emerald Whip of Darkness;A/an Evil Whip that is made of Emerald. It radiates Evil energy and when used will imbue its actions with the attribute of Darkness. Very rare!;8;S;1268
G435;Silver Pauldrons;A/an Pauldrons that is made of Silver. Other than that it appears to have no special effects.;10;B;1361
G436;Blessed Steel Cloak of Time;A/an Blessed Cloak that is made of Steel. It radiates Blessed energy and when used will imbue its actions with the attribute of Time. Very rare!;2;S;965
G437;Silver Shield;A/an Shield that is made of Silver. Other than that it appears to have no special effects.;108;B;936
G438;Evil Steel Key;A/an Evil Key that is made of Steel. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;24;A;343
G439;Elven Iron Whip;A/an Elven Whip that is made of Iron. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;13;A;1036
G440;Poisonous Steel Whip;A/an Poisonous Whip that is made of Steel. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;19;A;125
G441;Chaotic Ruby Armor of Lightning;A/an Chaotic Armor that is made of Ruby. It radiates Chaotic energy and when used will imbue its actions with the attribute of Lightning. Very rare!;5;S;512
G442;Blessed Steel Sword of Ice;A/an Blessed Sword that is made of Steel. It radiates Blessed energy and when used will imbue its actions with the attribute of Ice. Very rare!;5;S;770
