id;nama;deskripsi;jumlah;rarity
C248;Blessed Ruby Salmon;Blessed Salmon that are seemingly made of Ruby. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;13;A
C249;Explosive Iron Panties of Infatuation;Explosive Panties that are seemingly made of Iron. They radiate Explosive energy and when used/consumed will have the effect of Infatuation. Very rare!;5;S
C250;Spiritual Steel Juices;Spiritual Juices that are seemingly made of Steel. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;14;A
C251;Jade Carps;Carps that seem to be made of Jade. Other than that they appear to have no special effects.;10;B
C252;Panties;Just normal Panties. They have no special effects.;579;C
C253;Elven Platinum Beads;Elven Beads that are seemingly made of Platinum. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;23;A
C254;Spiritual Ruby Pearls;Spiritual Pearls that are seemingly made of Ruby. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;17;A
C255;Chaotic Copper Potions;Chaotic Potions that are seemingly made of Copper. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;17;A
C256;Poisonous Copper Panties;Poisonous Panties that are seemingly made of Copper. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;28;A
C257;Platinum Pills;Pills that seem to be made of Platinum. Other than that they appear to have no special effects.;94;B
C258;Mushrooms;Just normal Mushrooms. They have no special effects.;152;C
C259;Salmon;Just normal Salmon. They have no special effects.;210;C
C260;Silver Arrows;Arrows that seem to be made of Silver. Other than that they appear to have no special effects.;167;B
C261;Topaz Pills;Pills that seem to be made of Topaz. Other than that they appear to have no special effects.;132;B
C262;Jade Salmon;Salmon that seem to be made of Jade. Other than that they appear to have no special effects.;107;B
C263;Magical Steel Cupcakes;Magical Cupcakes that are seemingly made of Steel. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;23;A
C264;Silver Panties;Panties that seem to be made of Silver. Other than that they appear to have no special effects.;96;B
C265;Blessed Silver Energy Drinks;Blessed Energy Drinks that are seemingly made of Silver. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;17;A
C266;Abyssal Sapphire Peaches of Incitement;Abyssal Peaches that are seemingly made of Sapphire. They radiate Abyssal energy and when used/consumed will have the effect of Incitement. Very rare!;3;S
C267;Silver Pearls;Pearls that seem to be made of Silver. Other than that they appear to have no special effects.;77;B
C268;Abyssal Ruby Sigils;Abyssal Sigils that are seemingly made of Ruby. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;8;A
C269;Corrupted Jade Mushrooms;Corrupted Mushrooms that are seemingly made of Jade. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;23;A
C270;Spiritual Gold Milk Cartons of Memorization;Spiritual Milk Cartons that are seemingly made of Gold. They radiate Spiritual energy and when used/consumed will have the effect of Memorization. Very rare!;2;S
C271;Ruby Pills;Pills that seem to be made of Ruby. Other than that they appear to have no special effects.;186;B
C272;Corrupted Steel Candies of Telekinesis;Corrupted Candies that are seemingly made of Steel. They radiate Corrupted energy and when used/consumed will have the effect of Telekinesis. Very rare!;8;S
C273;Sapphire Energy Drinks;Energy Drinks that seem to be made of Sapphire. Other than that they appear to have no special effects.;38;B
C274;Grand Topaz Mushrooms;Grand Mushrooms that are seemingly made of Topaz. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;27;A
C275;Dwarven Copper Carps;Dwarven Carps that are seemingly made of Copper. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;28;A
C276;Spiritual Iron Potions;Spiritual Potions that are seemingly made of Iron. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;14;A
C277;Corrupted Platinum Mushrooms;Corrupted Mushrooms that are seemingly made of Platinum. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;16;A
C278;Abyssal Steel Arrows;Abyssal Arrows that are seemingly made of Steel. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;25;A
C279;Magical Ruby Salmon of Restoration;Magical Salmon that are seemingly made of Ruby. They radiate Magical energy and when used/consumed will have the effect of Restoration. Very rare!;2;S
C280;Spiritual Topaz Bread Cloves;Spiritual Bread Cloves that are seemingly made of Topaz. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;24;A
C281;Poisonous Sapphire Bread Cloves of Tempering;Poisonous Bread Cloves that are seemingly made of Sapphire. They radiate Poisonous energy and when used/consumed will have the effect of Tempering. Very rare!;8;S
C282;Emerald Panties;Panties that seem to be made of Emerald. Other than that they appear to have no special effects.;98;B
C283;Abyssal Topaz Sigils;Abyssal Sigils that are seemingly made of Topaz. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;14;A
C284;Explosive Silver Pills;Explosive Pills that are seemingly made of Silver. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;22;A
C285;Emerald Smoothies;Smoothies that seem to be made of Emerald. Other than that they appear to have no special effects.;193;B
C286;Spiritual Emerald Bread Cloves;Spiritual Bread Cloves that are seemingly made of Emerald. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;27;A
C287;Blessed Steel Peaches;Blessed Peaches that are seemingly made of Steel. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;11;A
C288;Grand Gold Pears;Grand Pears that are seemingly made of Gold. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;22;A
C289;Steel Cupcakes;Cupcakes that seem to be made of Steel. Other than that they appear to have no special effects.;197;B
C290;Iron Potions;Potions that seem to be made of Iron. Other than that they appear to have no special effects.;185;B
C291;Jade Mushrooms;Mushrooms that seem to be made of Jade. Other than that they appear to have no special effects.;16;B
C292;Elven Topaz Peaches;Elven Peaches that are seemingly made of Topaz. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;9;A
C293;Spiritual Steel Milk Cartons of Focus;Spiritual Milk Cartons that are seemingly made of Steel. They radiate Spiritual energy and when used/consumed will have the effect of Focus. Very rare!;1;S
C294;Blessed Ruby Juices;Blessed Juices that are seemingly made of Ruby. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;18;A
C295;Emerald Energy Drinks;Energy Drinks that seem to be made of Emerald. Other than that they appear to have no special effects.;130;B
C296;Divine Ruby Candies;Divine Candies that are seemingly made of Ruby. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;27;A
C297;Blessed Topaz Energy Drinks;Blessed Energy Drinks that are seemingly made of Topaz. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;28;A
C298;Corrupted Silver Mushrooms;Corrupted Mushrooms that are seemingly made of Silver. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;16;A
C299;Magical Copper Bread Cloves;Magical Bread Cloves that are seemingly made of Copper. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;5;A
C300;Divine Steel Sigils;Divine Sigils that are seemingly made of Steel. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;9;A
C301;Topaz Bread Cloves;Bread Cloves that seem to be made of Topaz. Other than that they appear to have no special effects.;50;B
C302;Poisonous Topaz Pearls;Poisonous Pearls that are seemingly made of Topaz. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;23;A
C303;Platinum Liquids;Liquids that seem to be made of Platinum. Other than that they appear to have no special effects.;156;B
C304;Chaotic Emerald Essences;Chaotic Essences that are seemingly made of Emerald. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;5;A
C305;Poisonous Platinum Potions;Poisonous Potions that are seemingly made of Platinum. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;20;A
C306;Spiritual Emerald Mushrooms;Spiritual Mushrooms that are seemingly made of Emerald. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;20;A
C307;Topaz Smoothies;Smoothies that seem to be made of Topaz. Other than that they appear to have no special effects.;23;B
C308;Poisonous Copper Apples;Poisonous Apples that are seemingly made of Copper. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;5;A
C309;Ruby Salmon;Salmon that seem to be made of Ruby. Other than that they appear to have no special effects.;156;B
C310;Abyssal Platinum Pears;Abyssal Pears that are seemingly made of Platinum. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;23;A
C311;Topaz Mushrooms;Mushrooms that seem to be made of Topaz. Other than that they appear to have no special effects.;155;B
C312;Elven Jade Beads;Elven Beads that are seemingly made of Jade. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;16;A
C313;Chaotic Emerald Energy Drinks of Flying;Chaotic Energy Drinks that are seemingly made of Emerald. They radiate Chaotic energy and when used/consumed will have the effect of Flying. Very rare!;8;S
C314;Copper Pears;Pears that seem to be made of Copper. Other than that they appear to have no special effects.;118;B
C315;Corrupted Steel Sigils;Corrupted Sigils that are seemingly made of Steel. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;15;A
C316;Sapphire Essences;Essences that seem to be made of Sapphire. Other than that they appear to have no special effects.;181;B
C317;Evil Sapphire Apples;Evil Apples that are seemingly made of Sapphire. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;28;A
C318;Elven Ruby Liquids;Elven Liquids that are seemingly made of Ruby. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;25;A
C319;Grand Ruby Candies of Healing;Grand Candies that are seemingly made of Ruby. They radiate Grand energy and when used/consumed will have the effect of Healing. Very rare!;4;S
C320;Gold Pills;Pills that seem to be made of Gold. Other than that they appear to have no special effects.;68;B
C321;Emerald Cupcakes;Cupcakes that seem to be made of Emerald. Other than that they appear to have no special effects.;11;B
C322;Evil Platinum Smoothies;Evil Smoothies that are seemingly made of Platinum. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;8;A
C323;Dwarven Gold Arrows;Dwarven Arrows that are seemingly made of Gold. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;9;A
C324;Silver Beads;Beads that seem to be made of Silver. Other than that they appear to have no special effects.;120;B
C325;Emerald Juices;Juices that seem to be made of Emerald. Other than that they appear to have no special effects.;65;B
C326;Copper Sigils;Sigils that seem to be made of Copper. Other than that they appear to have no special effects.;163;B
C327;Grand Topaz Salmon of Tempering;Grand Salmon that are seemingly made of Topaz. They radiate Grand energy and when used/consumed will have the effect of Tempering. Very rare!;1;S
C328;Platinum Mushrooms;Mushrooms that seem to be made of Platinum. Other than that they appear to have no special effects.;34;B
C329;Corrupted Copper Pills;Corrupted Pills that are seemingly made of Copper. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;8;A
C330;Gold Milk Cartons;Milk Cartons that seem to be made of Gold. Other than that they appear to have no special effects.;24;B
C331;Ruby Peaches;Peaches that seem to be made of Ruby. Other than that they appear to have no special effects.;152;B
C332;Grand Platinum Smoothies;Grand Smoothies that are seemingly made of Platinum. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;9;A
C333;Poisonous Platinum Liquids;Poisonous Liquids that are seemingly made of Platinum. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;10;A
C334;Grand Jade Salmon of Invigoration;Grand Salmon that are seemingly made of Jade. They radiate Grand energy and when used/consumed will have the effect of Invigoration. Very rare!;5;S
C335;Abyssal Ruby Liquids;Abyssal Liquids that are seemingly made of Ruby. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;10;A
C336;Ruby Essences;Essences that seem to be made of Ruby. Other than that they appear to have no special effects.;137;B
C337;Explosive Jade Carps;Explosive Carps that are seemingly made of Jade. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;26;A
C338;Poisonous Emerald Smoothies;Poisonous Smoothies that are seemingly made of Emerald. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;10;A
C339;Corrupted Steel Potions of Restoration;Corrupted Potions that are seemingly made of Steel. They radiate Corrupted energy and when used/consumed will have the effect of Restoration. Very rare!;4;S
C340;Divine Steel Liquids;Divine Liquids that are seemingly made of Steel. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;16;A
C341;Poisonous Steel Smoothies;Poisonous Smoothies that are seemingly made of Steel. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;16;A
C342;Copper Mushrooms;Mushrooms that seem to be made of Copper. Other than that they appear to have no special effects.;181;B
C343;Explosive Silver Milk Cartons of Infatuation;Explosive Milk Cartons that are seemingly made of Silver. They radiate Explosive energy and when used/consumed will have the effect of Infatuation. Very rare!;2;S
C344;Magical Topaz Pills;Magical Pills that are seemingly made of Topaz. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;17;A
C345;Evil Jade Beads of Memorization;Evil Beads that are seemingly made of Jade. They radiate Evil energy and when used/consumed will have the effect of Memorization. Very rare!;4;S
C346;Ruby Bread Cloves;Bread Cloves that seem to be made of Ruby. Other than that they appear to have no special effects.;103;B
C347;Ruby Juices;Juices that seem to be made of Ruby. Other than that they appear to have no special effects.;161;B
C348;Poisonous Steel Liquids;Poisonous Liquids that are seemingly made of Steel. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;12;A
C349;Elven Emerald Sigils;Elven Sigils that are seemingly made of Emerald. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;17;A
C350;Evil Topaz Arrows of Warding;Evil Arrows that are seemingly made of Topaz. They radiate Evil energy and when used/consumed will have the effect of Warding. Very rare!;7;S
C351;Spiritual Steel Peaches of Invigoration;Spiritual Peaches that are seemingly made of Steel. They radiate Spiritual energy and when used/consumed will have the effect of Invigoration. Very rare!;8;S
C352;Abyssal Iron Pills;Abyssal Pills that are seemingly made of Iron. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;5;A
C353;Jade Essences;Essences that seem to be made of Jade. Other than that they appear to have no special effects.;115;B
C354;Abyssal Topaz Carps;Abyssal Carps that are seemingly made of Topaz. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;8;A
C355;Abyssal Iron Pearls;Abyssal Pearls that are seemingly made of Iron. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;25;A
C356;Explosive Gold Milk Cartons;Explosive Milk Cartons that are seemingly made of Gold. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;12;A
C357;Abyssal Iron Potions;Abyssal Potions that are seemingly made of Iron. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;23;A
C358;Iron Pills;Pills that seem to be made of Iron. Other than that they appear to have no special effects.;20;B
C359;Evil Gold Sigils;Evil Sigils that are seemingly made of Gold. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;12;A
C360;Grand Silver Liquids of Restoration;Grand Liquids that are seemingly made of Silver. They radiate Grand energy and when used/consumed will have the effect of Restoration. Very rare!;2;S
C361;Explosive Ruby Arrows of Telekinesis;Explosive Arrows that are seemingly made of Ruby. They radiate Explosive energy and when used/consumed will have the effect of Telekinesis. Very rare!;9;S
C362;Ruby Mushrooms;Mushrooms that seem to be made of Ruby. Other than that they appear to have no special effects.;44;B
C363;Ruby Panties;Panties that seem to be made of Ruby. Other than that they appear to have no special effects.;22;B
C364;Evil Steel Carps;Evil Carps that are seemingly made of Steel. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;28;A
C365;Corrupted Gold Apples;Corrupted Apples that are seemingly made of Gold. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;24;A
C366;Magical Steel Milk Cartons;Magical Milk Cartons that are seemingly made of Steel. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;24;A
C367;Explosive Emerald Potions of Telekinesis;Explosive Potions that are seemingly made of Emerald. They radiate Explosive energy and when used/consumed will have the effect of Telekinesis. Very rare!;8;S
C368;Corrupted Topaz Energy Drinks of Restoration;Corrupted Energy Drinks that are seemingly made of Topaz. They radiate Corrupted energy and when used/consumed will have the effect of Restoration. Very rare!;6;S
C369;Poisonous Iron Liquids;Poisonous Liquids that are seemingly made of Iron. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;9;A
C370;Poisonous Gold Sigils;Poisonous Sigils that are seemingly made of Gold. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;24;A
C371;Platinum Arrows;Arrows that seem to be made of Platinum. Other than that they appear to have no special effects.;19;B
C372;Dwarven Gold Carps;Dwarven Carps that are seemingly made of Gold. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;19;A
C373;Topaz Pears;Pears that seem to be made of Topaz. Other than that they appear to have no special effects.;177;B
C374;Steel Mushrooms;Mushrooms that seem to be made of Steel. Other than that they appear to have no special effects.;25;B
C375;Chaotic Topaz Beads;Chaotic Beads that are seemingly made of Topaz. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;17;A
C376;Magical Ruby Energy Drinks;Magical Energy Drinks that are seemingly made of Ruby. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;11;A
C377;Platinum Juices;Juices that seem to be made of Platinum. Other than that they appear to have no special effects.;115;B
C378;Explosive Silver Liquids;Explosive Liquids that are seemingly made of Silver. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;19;A
C379;Magical Copper Sigils of Memorization;Magical Sigils that are seemingly made of Copper. They radiate Magical energy and when used/consumed will have the effect of Memorization. Very rare!;7;S
C380;Elven Copper Apples;Elven Apples that are seemingly made of Copper. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;26;A
C381;Silver Pills;Pills that seem to be made of Silver. Other than that they appear to have no special effects.;102;B
C382;Poisonous Topaz Sigils;Poisonous Sigils that are seemingly made of Topaz. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;21;A
C383;Elven Platinum Pearls of Entrancement;Elven Pearls that are seemingly made of Platinum. They radiate Elven energy and when used/consumed will have the effect of Entrancement. Very rare!;5;S
C384;Gold Sigils;Sigils that seem to be made of Gold. Other than that they appear to have no special effects.;110;B
C385;Poisonous Steel Beads;Poisonous Beads that are seemingly made of Steel. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;30;A
C386;Spiritual Gold Mushrooms;Spiritual Mushrooms that are seemingly made of Gold. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;26;A
C387;Evil Platinum Panties;Evil Panties that are seemingly made of Platinum. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;27;A
C388;Evil Jade Essences;Evil Essences that are seemingly made of Jade. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;25;A
C389;Steel Salmon;Salmon that seem to be made of Steel. Other than that they appear to have no special effects.;56;B
C390;Grand Copper Energy Drinks;Grand Energy Drinks that are seemingly made of Copper. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;6;A
C391;Spiritual Iron Panties;Spiritual Panties that are seemingly made of Iron. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;5;A
C392;Abyssal Silver Peaches;Abyssal Peaches that are seemingly made of Silver. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;8;A
C393;Grand Gold Mushrooms;Grand Mushrooms that are seemingly made of Gold. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;7;A
C394;Evil Emerald Beads;Evil Beads that are seemingly made of Emerald. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;22;A
C395;Sapphire Smoothies;Smoothies that seem to be made of Sapphire. Other than that they appear to have no special effects.;92;B
C396;Elven Sapphire Carps;Elven Carps that are seemingly made of Sapphire. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;11;A
C397;Topaz Sigils;Sigils that seem to be made of Topaz. Other than that they appear to have no special effects.;177;B
C398;Dwarven Topaz Apples;Dwarven Apples that are seemingly made of Topaz. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;5;A
C399;Grand Jade Panties of Invigoration;Grand Panties that are seemingly made of Jade. They radiate Grand energy and when used/consumed will have the effect of Invigoration. Very rare!;8;S
C400;Grand Emerald Pears;Grand Pears that are seemingly made of Emerald. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;9;A
C401;Topaz Cupcakes;Cupcakes that seem to be made of Topaz. Other than that they appear to have no special effects.;117;B
C402;Divine Topaz Bread Cloves;Divine Bread Cloves that are seemingly made of Topaz. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;23;A
C403;Abyssal Ruby Apples of Fulfilling;Abyssal Apples that are seemingly made of Ruby. They radiate Abyssal energy and when used/consumed will have the effect of Fulfilling. Very rare!;5;S
C404;Magical Topaz Beads;Magical Beads that are seemingly made of Topaz. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;18;A
C405;Abyssal Emerald Pills;Abyssal Pills that are seemingly made of Emerald. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;26;A
C406;Chaotic Silver Pills of Death;Chaotic Pills that are seemingly made of Silver. They radiate Chaotic energy and when used/consumed will have the effect of Death. Very rare!;3;S
C407;Elven Silver Juices;Elven Juices that are seemingly made of Silver. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;9;A
C408;Grand Sapphire Essences;Grand Essences that are seemingly made of Sapphire. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;19;A
C409;Magical Platinum Bread Cloves;Magical Bread Cloves that are seemingly made of Platinum. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;8;A
C410;Grand Jade Sigils of Telekinesis;Grand Sigils that are seemingly made of Jade. They radiate Grand energy and when used/consumed will have the effect of Telekinesis. Very rare!;9;S
C411;Emerald Bread Cloves;Bread Cloves that seem to be made of Emerald. Other than that they appear to have no special effects.;105;B
C412;Chaotic Platinum Peaches;Chaotic Peaches that are seemingly made of Platinum. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;16;A
C413;Elven Copper Juices of Warding;Elven Juices that are seemingly made of Copper. They radiate Elven energy and when used/consumed will have the effect of Warding. Very rare!;2;S
C414;Spiritual Silver Essences;Spiritual Essences that are seemingly made of Silver. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;19;A
C415;Grand Silver Peaches;Grand Peaches that are seemingly made of Silver. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;14;A
C416;Silver Mushrooms;Mushrooms that seem to be made of Silver. Other than that they appear to have no special effects.;163;B
C417;Topaz Pearls;Pearls that seem to be made of Topaz. Other than that they appear to have no special effects.;195;B
C418;Steel Candies;Candies that seem to be made of Steel. Other than that they appear to have no special effects.;87;B
C419;Dwarven Platinum Cupcakes;Dwarven Cupcakes that are seemingly made of Platinum. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;12;A
C420;Spiritual Topaz Panties;Spiritual Panties that are seemingly made of Topaz. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;10;A
C421;Elven Copper Panties of Restoration;Elven Panties that are seemingly made of Copper. They radiate Elven energy and when used/consumed will have the effect of Restoration. Very rare!;7;S
C422;Blessed Emerald Carps of Telekinesis;Blessed Carps that are seemingly made of Emerald. They radiate Blessed energy and when used/consumed will have the effect of Telekinesis. Very rare!;8;S
C423;Dwarven Sapphire Bread Cloves;Dwarven Bread Cloves that are seemingly made of Sapphire. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;27;A
C424;Explosive Silver Salmon;Explosive Salmon that are seemingly made of Silver. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;17;A
C425;Evil Topaz Salmon;Evil Salmon that are seemingly made of Topaz. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;14;A
C426;Sapphire Cupcakes;Cupcakes that seem to be made of Sapphire. Other than that they appear to have no special effects.;34;B
C427;Silver Energy Drinks;Energy Drinks that seem to be made of Silver. Other than that they appear to have no special effects.;118;B
C428;Gold Candies;Candies that seem to be made of Gold. Other than that they appear to have no special effects.;84;B
C429;Elven Steel Panties;Elven Panties that are seemingly made of Steel. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;20;A
C430;Jade Sigils;Sigils that seem to be made of Jade. Other than that they appear to have no special effects.;119;B
C431;Dwarven Sapphire Liquids;Dwarven Liquids that are seemingly made of Sapphire. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;15;A
C432;Ruby Arrows;Arrows that seem to be made of Ruby. Other than that they appear to have no special effects.;166;B
C433;Blessed Topaz Beads;Blessed Beads that are seemingly made of Topaz. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;24;A
C434;Iron Peaches;Peaches that seem to be made of Iron. Other than that they appear to have no special effects.;60;B
C435;Explosive Ruby Potions;Explosive Potions that are seemingly made of Ruby. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;9;A
C436;Copper Energy Drinks;Energy Drinks that seem to be made of Copper. Other than that they appear to have no special effects.;162;B
C437;Dwarven Jade Salmon;Dwarven Salmon that are seemingly made of Jade. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;23;A
C438;Spiritual Gold Liquids;Spiritual Liquids that are seemingly made of Gold. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;10;A
C439;Evil Iron Salmon;Evil Salmon that are seemingly made of Iron. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;23;A
C440;Elven Sapphire Liquids;Elven Liquids that are seemingly made of Sapphire. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;14;A
C441;Chaotic Steel Essences;Chaotic Essences that are seemingly made of Steel. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;20;A
C442;Dwarven Copper Pears;Dwarven Pears that are seemingly made of Copper. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;19;A
C443;Iron Pearls;Pearls that seem to be made of Iron. Other than that they appear to have no special effects.;83;B
C444;Silver Juices;Juices that seem to be made of Silver. Other than that they appear to have no special effects.;15;B
C445;Steel Essences;Essences that seem to be made of Steel. Other than that they appear to have no special effects.;113;B
C446;Blessed Iron Mushrooms;Blessed Mushrooms that are seemingly made of Iron. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;19;A
C447;Explosive Sapphire Potions;Explosive Potions that are seemingly made of Sapphire. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;9;A
C448;Divine Gold Sigils;Divine Sigils that are seemingly made of Gold. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;10;A
C449;Explosive Emerald Arrows;Explosive Arrows that are seemingly made of Emerald. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;13;A
C450;Copper Potions;Potions that seem to be made of Copper. Other than that they appear to have no special effects.;162;B
C451;Corrupted Steel Carps;Corrupted Carps that are seemingly made of Steel. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;21;A
C452;Topaz Candies;Candies that seem to be made of Topaz. Other than that they appear to have no special effects.;13;B
C453;Spiritual Sapphire Pearls of Warding;Spiritual Pearls that are seemingly made of Sapphire. They radiate Spiritual energy and when used/consumed will have the effect of Warding. Very rare!;1;S
C454;Divine Silver Energy Drinks of Telekinesis;Divine Energy Drinks that are seemingly made of Silver. They radiate Divine energy and when used/consumed will have the effect of Telekinesis. Very rare!;1;S
C455;Gold Beads;Beads that seem to be made of Gold. Other than that they appear to have no special effects.;179;B
C456;Sapphire Bread Cloves;Bread Cloves that seem to be made of Sapphire. Other than that they appear to have no special effects.;167;B
C457;Emerald Pills;Pills that seem to be made of Emerald. Other than that they appear to have no special effects.;144;B
C458;Magical Silver Beads;Magical Beads that are seemingly made of Silver. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;21;A
C459;Sapphire Pills;Pills that seem to be made of Sapphire. Other than that they appear to have no special effects.;134;B
C460;Dwarven Platinum Mushrooms;Dwarven Mushrooms that are seemingly made of Platinum. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;8;A
C461;Evil Silver Candies;Evil Candies that are seemingly made of Silver. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;5;A
C462;Elven Jade Cupcakes;Elven Cupcakes that are seemingly made of Jade. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;15;A
C463;Sapphire Carps;Carps that seem to be made of Sapphire. Other than that they appear to have no special effects.;10;B
C464;Explosive Emerald Mushrooms;Explosive Mushrooms that are seemingly made of Emerald. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;28;A
C465;Gold Smoothies;Smoothies that seem to be made of Gold. Other than that they appear to have no special effects.;66;B
